Policy,Year,Country,Policy_Content,URL,Subject,Document_Type,Keyword,Geographical_area,Entry into force notes,Source
"Order No. 380 of the Ministry of the Agriculture determining the categories of economic entities operating on the territory of the Russian Federation, to which shall be sold agricultural products from the stocks of the federal intervention fund for agricultural products.",2022,Russian Federation,"The sale of wheat and rye can be carried out to business entities engaged in the production of: (a) bread and bakery products of non-durable storage; (b) chilled semi-finished bakery products; (c) bakery products of low humidity; (d) bread and bakery products with a long shelf life; (e) specialized bakery products, including dietary and long-term storage enriched with micronutrients; (f) semi-finished frozen bakery products; (g) products obtained by extrusion or expansion of dough, spiced or salted; (h) dry bakery products or other long-term storage bakery products not included in other groups; (i) bakery products for infant food; (j) wheat flour; (k) wheat-rye flour; and (l) rye flour. The sale of white beet sugar in the solid state without flavoring or coloring additives may be carried out to economic entities engaged in trading activities on the territory of the Russian Federation.",https://www.ecolex.org/details/legislation/order-no-380-of-the-ministry-of-the-agriculture-determining-the-categories-of-economic-entities-operating-on-the-territory-of-the-russian-federation-to-which-shall-be-sold-agricultural-products-from-the-stocks-of-the-federal-intervention-fund-for-agricultural-products-lex-faoc211477/?type=legislation&xsubjects=Mineral+resources&page=114,"Agricultural & rural development, Food & nutrition",Regulation,"Food security, Agricultural commodities, Cereals/grains/rice, Business/industry/corporations, Internal trade, Crops/grasses, Breastfeeding/infant food, Special dietary uses, Sugar, Nutrition","Arctic, Asia and the Pacific, Black Sea, Caspian Sea, CIS (Commonwealth of Independent States), Eastern Europe, Europe, Europe and Central Asia, North Pacific, North-West Pacific",,ECOLEX_Legislation
Ley 34 – 2022 Crea la “Ley para Salvaguardar la Asignación de Agua de los Embalses para los Sistemas de Riego Agrícola”; establecer la política pública; disponer los deberes y responsabilidades de la Autoridad de Energía Eléctrica y el Departamento de Agricultura; establecer la supremacía de esta Ley sobre cualquier ley o contrato vigente o posterior; a los fines de proteger las cantidades requeridas de agua de los embalses para usos agrícolas y así asegurar la estabilidad de la industria agrícola y la seguridad alimentaria de Puerto Rico; y para otros fines.”,2022,Puerto Rico (USA),"La presente Ley declara, como la política pública del Estado Libre Asociado de Puerto Rico, la protección de las asignaciones de agua adecuadas de los embalses para el riego de los terrenos agrícolas en Puerto Rico, a fin de asegurar la seguridad alimentaria que requiere la población. Se establecen los deberes y responsabilidades de la Autoridad de Energía Eléctrica y el Departamento de Agricultura.",https://www.ecolex.org/details/legislation/ley-34-2022-crea-la-ley-para-salvaguardar-la-asignacion-de-agua-de-los-embalses-para-los-sistemas-de-riego-agricola-establecer-la-politica-publica-disponer-los-deberes-y-responsabilidades-de-la-autoridad-de-energia-electrica-y-el-departamento-de-agricultura-establecer-la-supremacia-de-esta-ley-sobre-cualquier-ley-o-contrato-vigente-o-posterior-a-los-fines-de-proteger-las-cantidades-requeridas-de-agua-de-los-embalses-para-usos-agricolas-y-asi-asegurar-la-estabilidad-de-la-industria-agricola-y-la-seguridad-alimentaria-de-puerto-rico-y-para-otros-fines-lex-faoc214890/?type=legislation&xsubjects=Mineral+resources&page=114,"Agricultural & rural development, Food & nutrition, Water",Legislation,"Agricultural development, Irrigation, Allocation/quota, Food security, Freshwater resources management","Americas, Caribbean, Latin America and the Caribbean, North Atlantic, Small Island Developing States",,ECOLEX_Legislation
"Administrative Circular No. 06 Series of 2022 Revised Rules and Regulations Governing the Importation of Agricultural and Fish and Fishery/Aquatic Products; Animal Feeds, Feed Ingredients and Feed Additives; and Fertilizers, Pesticides and Other Agricultural Chemical Products into the Philippines.",2022,Philippines,"This Circular provides regulations for import of agricultural and fishery products into Philippines with the aim of protecting human, animal or plant life and health and ensuring that the products are safe for consumers and to prevent introduction, establishment and spread of pests or diseases among animals and plants. The text provides for import certificates including Plant Quarantine Service Certificate (PQSC), SPS import clearance and valid licenses to operate and to import for the Agri-Fishery Products Importer. The text further elaborates on the process and needed documents, registration of application, inspection, and sampling of consignments at the port of entry. The Circular stipulates that any food that is not in conformity with applicable food quality or safety standard shall be seized, or refused to enter while the seized smuggled Agricultural Products, shall be disposed. The Circular consists of 13 Articles.",https://www.ecolex.org/details/legislation/administrative-circular-no-06-series-of-2022-revised-rules-and-regulations-governing-the-importation-of-agricultural-and-fish-and-fisheryaquatic-products-animal-feeds-feed-ingredients-and-feed-additives-and-fertilizers-pesticides-and-other-agricultural-chemical-products-into-the-philippines-lex-faoc218808/?type=legislation&xsubjects=Mineral+resources&page=114,"Agricultural & rural development, Livestock, Food & nutrition",Regulation,"Legal proceedings/administrative proceedings, Agricultural commodities, Authorization/permit, Certification, Pests/diseases, Fertilizers/nutrients, International trade, Fish products, Food quality control/food safety, Packaging/labelling, Meat, Offences/penalties, Animal by-products, Animal feed/feedstuffs, Hygiene/sanitary procedures, Inspection, Public health, Quarantine, Standards, Animal health","Asia, Asia and the Pacific, East Asian Seas, North Pacific, South-Eastern Asia","This Circular shall take effect fifteen [15] days after completion its publication in the Official Gazette or in a newspaper of general circulation and its filing with the National Administrative Register, U.P. Law Center.",ECOLEX_Legislation
Decree N. 135 of 22 June 2022 on the adoption of an Ordinance on the quality of social services.,2022,Bulgaria,"This Decree, based on the provisions of the Bulgarian Law on social services, adopts an Ordinance on the quality of social services. This Ordinance determines the following: 1. the standards for quality of the social services; 2. the criteria for fulfillment of the standards for quality of the social services; 3. the basic principles for development by the providers of social services of programs for development of the quality of the social services, which they provide; 4. the methods for carrying out monitoring of the quality of the social services and the procedure for carrying out control, monitoring and assessment of the quality and efficiency of the social services. The Agency for Quality of Social Services shall develop a complete methodological guidelines for their implementation, which shall support the providers of social and integrated inter-sectoral services in the provision of services and the implementation of their programmes for development of the quality of services.",https://www.ecolex.org/details/legislation/decree-n-135-of-22-june-2022-on-the-adoption-of-an-ordinance-on-the-quality-of-social-services-lex-faoc210671/?type=legislation&xsubjects=Mineral+resources&page=114,General,Regulation,Social protection,"Black Sea, Eastern Europe, Europe, Europe and Central Asia, European Union Countries",,ECOLEX_Legislation
"Decreto N⁰ 431 – Ley Crecer Juntos para la protección integra de la primera infancia, niñez y adolescencia",2022,El Salvador,"La presente Ley tiene por finalidad garantizar el ejercicio y disfrute pleno de los derechos de toda niña, niño y adolescente y facilitar el cumplimiento de sus deberes, independientemente de su nacionalidad, para cuyo efecto se establece un Sistema Nacional de Protección Integral de la Primera Infancia, Niñez y Adolescencia con la participación de la familia, la sociedad y el Estado, fundamentado en la Constitución de la República y Tratados Internacionales sobre derechos humanos vigentes en El Salvador, especialmente, en la Convención sobre los Derechos del Niño.",https://www.ecolex.org/details/legislation/decreto-n0-431-ley-crecer-juntos-para-la-proteccion-integra-de-la-primera-infancia-ninez-y-adolescencia-lex-faoc216834/?type=legislation&xsubjects=Mineral+resources&page=114,"Environment gen., Food & nutrition, General",Legislation,"Equity, Human rights, Youth, Education, Right to clean/healthy environment, Public health, Institution, Food security, Right to food, Nutrition, Poverty, Breastfeeding/infant food, School feeding, Indigenous peoples, Court/tribunal","Americas, Central America, East Pacific, Latin America and the Caribbean, North-East Pacific","El presente Decreto entrará en vigor el uno de enero de dos mil veintitrés, con excepción del inciso segundo del artículo 288 que deroga el Decreto Legislativo n.º 20 del 31 de mayo de 2018, publicado en el Diario Oficial n.º 112, Tomo n.º 419, del 19 de junio de 2018, que contiene la ""Ley Especial entrará en vigore Instalación de Salas Cunas para los Hijos de los Trabajadores"", el cual entrará en vigor ocho días después de la publicación de este decreto en el Diario Oficial.",ECOLEX_Legislation
Arrêté interministériel N°2022-2431/ mmee/mti/meadd-sg du 22 juin 2022 fixant les dispositions relatives au transport des matières radioactives en République du Mali.,2022,Mali,"Les dispositions du présent arrêté régissent la sureté et la sécurité du transport de matières radioactives sur le territoire du Mali. Le transport comprend toutes les opérations et conditions associées au mouvement de matières radioactives, telles que la conception des emballages, leur fabrication, leur entretien et leur réparation, et la préparation, l’envoi, le chargement, l’acheminement, y compris l’entreposage en transit, le déchargement et la réception au lieu de destination final des chargements de matières radioactives et de colis.  Matière radioactive est toute matière contenant des radionucléides, pour laquelle à la fois l’activité massique et l’activité totale dans l’envoi dépassent les valeurs limites pour l’exemption des matières et des envois, respectivement, indiquées aux tableaux 2 et 3 en annexe 1, et désignée dans la législation nationale, la réglementation ou par l’Agence Malienne de Radioprotection (AMARAP) comme étant soumise à un contrôle réglementaire en raison de sa radioactivité.",https://www.ecolex.org/details/legislation/arrete-interministeriel-n2022-2431-mmeemtimeadd-sg-du-22-juin-2022-fixant-les-dispositions-relatives-au-transport-des-matieres-radioactives-en-republique-du-mali-lex-faoc217014/?type=legislation&xsubjects=Mineral+resources&page=114,Environment gen.,Regulation,"Nuclear energy, Radiation, Transboundary effects, Transport/storage, Pollution control, Risk assessment/management","Africa, Least Developed Countries, Sahel, Western Africa",,ECOLEX_Legislation
Law No. 5.934 amending Law No. 3.785 on the environmental licensing requirements within the State of Amazonas.,2022,Brazil,This Law amends the environmental licensing requirements within the State of Amazonas. Amendments establish the new Table regulating the Carrier-Dealer-Retailer (TRR) and in Inland Navigation (TRRNI) requirements for Severe Polluting/degrading potential.,https://www.ecolex.org/details/legislation/law-no-5934-amending-law-no-3785-on-the-environmental-licensing-requirements-within-the-state-of-amazonas-lex-faoc213751/?type=legislation&xsubjects=Mineral+resources&page=114,Environment gen.,Legislation,"Authorization/permit, Environmental standards, Legal proceedings/administrative proceedings, Pollution control, Navigation, Standards, Protection of environment","Amazonia, Americas, Latin America and the Caribbean, North Atlantic, South America, South Atlantic",This Law enters into force on the day of its publication.,ECOLEX_Legislation
Regional Law No. 35-ZRT “On the regulation of certain issues in the field of gardening and horticulture by citizens for their own needs in the Republic of Tatarstan.”,2022,Russian Federation,"This Regional Law regulates some issues in the field of gardening and horticulture by citizens for their own needs on the regional territory. In order to provide state support by regional state bodies for the conduct of gardening and horticulture bodies by citizens for their own needs the Republic of Tatarstan has the right to: (a) create subdivisions in its structure that ensure the implementation of the Regional policy to support citizen conducting gardening and horticulture; (b) adopt regional state programs envisaging activities aimed at supporting gardening and horticulture by citizens, including investment programs; (c) conduct educational work in order to popularize the management of gardening and horticulture by citizens; (d) organize within the boundaries of the regional territory of gardening or horticulture through supply of heat and electricity, water, gas, sewerage, supply of fuel within the powers established by legislation of the Russian Federation; (e) finance the implementation of complex cadastral works in relation to the cadastral quarters within which are located gardening or horticultural areas; (f) at the request of the partnership or participants in common shared ownership on common property located within the boundaries of the area of gardening or horticulture, free of charge to acquire in the state property of the Republic of Tatarstan such common property (roads, power grid facilities, water supply, communications and other objects) in the event that such property, in accordance with legislation of the Russian Federation may pertain to the state property; and (g)  provide support for the maintenance of gardening or horticulture by citizens in other forms established by the legislation of the Russian Federation and the legislation of the Republic of Tatarstan. The main principles of state support for the conduct by citizens of gardening and horticulture are: (a) targeting and targeted nature of state support; (b) equal access to state support; (c) openness of procedures for providing state support; (d) a combination of financial and other measures of state support; and (e) provision of state support in compliance with the requirements, established by the legislation of the Russian Federation and the legislation Republic of Tatarstan.",https://www.ecolex.org/details/legislation/regional-law-no-35-zrt-on-the-regulation-of-certain-issues-in-the-field-of-gardening-and-horticulture-by-citizens-for-their-own-needs-in-the-republic-of-tatarstan-lex-faoc211500/?type=legislation&xsubjects=Mineral+resources&page=114,Agricultural & rural development,Legislation,"Urban and peri-urban agriculture, Smallholders/peasants, Financial agricultural measures, Subsidy/incentive","Arctic, Asia and the Pacific, Black Sea, Caspian Sea, CIS (Commonwealth of Independent States), Eastern Europe, Europe, Europe and Central Asia, North Pacific, North-West Pacific",This Regional Law enters into force ten days after the date of its official publication.,ECOLEX_Legislation
Order No. 199 validating the Regulation on subsidizing the reimbursement of expenses incurred by the national company in the field of the agro-industrial complex in the sale of food grain for regulating the domestic market.,2022,Kazakhstan,"Regulation establishes the procedure for subsidizing the reimbursement of expenses incurred by the national company in the field of the agro-industrial complex related to trade of food grain for regulating the domestic market. Food grain is sold by the national company operating in the field of agro-industrial complex at a fixed price to flour milling organizations for the production of wheat flour of the first grade and the sale of wheat flour of the first grade in the domestic market for the production of wheat bread from flour of the first grade. Supply of food grain to flour milling organizations for regulatory impact on the domestic market is carried out by the national company in the field of agro-industrial complex based on the list of flour milling organizations represented by the local executive body of the region, city, national significance, the capital, and contracts for the supply of food grains concluded between the national company in the field of agro-industrial complex and flour-milling organizations in accordance with the Civil Code of the Republic of Kazakhstan. National company in the field of agro-industrial complex is reimbursed the difference between the selling price and the fixed price per ton of food grain. To receive reimbursement subsidies, the national company in the field of agro-industrial complex monthly until the 5th day of the month following reporting month, sends an application to the local executive body for subsidizing the reimbursement of expenses incurred by the national company in the field of agro-industrial complex authorized to trade food grain for regulatory impact on the domestic market according to the form contained in the Annex 1.",https://www.ecolex.org/details/legislation/order-no-199-validating-the-regulation-on-subsidizing-the-reimbursement-of-expenses-incurred-by-the-national-company-in-the-field-of-the-agro-industrial-complex-in-the-sale-of-food-grain-for-regulating-the-domestic-market-lex-faoc212973/?type=legislation&xsubjects=Mineral+resources&page=114,"Agricultural & rural development, Food & nutrition",Regulation,"Cereals/grains/rice, Internal trade, Subsidy/incentive, Agricultural commodities, Crops/grasses","Aral Sea, Asia, Caspian Sea, Central Asia, CIS (Commonwealth of Independent States), Europe and Central Asia, Landlocked Developing Nations, North Asia",This Order enters into force ten calendar days after the date of its official publication.,ECOLEX_Legislation
Notification amending the Notification on the verification of greenhouse gas emission reports and accreditation of the authorized institutions.,2022,Türkiye,"This Notification makes several amendments in Article 15 regarding verification of tracking method, Article 31 regarding the general considerations for accredited institutions, Article 33 regarding the independence and impartiality of accredited institutions, Article 36 regarding the creation of accreditation unit, Article 44 regarding the registration of information and amendments, Article 47 regarding the principles of accreditation of authorized institutions, and Article 49 regarding administrative sanctions against authorized institutions. Furthermore, this Notification amends Annexes II and III which are attached to this Notification.",https://www.ecolex.org/details/legislation/notification-amending-the-notification-on-the-verification-of-greenhouse-gas-emission-reports-and-accreditation-of-the-authorized-institutions-lex-faoc214575/?type=legislation&xsubjects=Mineral+resources&page=114,Air & atmosphere,Regulation,"Legal proceedings/administrative proceedings, Air quality/air pollution, Certification, Data collection/reporting, Emissions, Pollution control","Asia, Black Sea, Europe, Europe and Central Asia, Mediterranean, Middle East, Western Asia",This Notification enters into force on the day it is published in the Official Gazette.,ECOLEX_Legislation
"Decreto 1042 de 2022 – Se realiza la depuración del Decreto 1082 de 2015, Único Reglamentario del Sector Administrativo de Planeación Nacional.",2022,Colombia,"El presente Decreto tiene como objeto derogar disposiciones, identificadas como depurables de conformidad con los criterios de obsolescencia; duplicidad normativa; cumplimiento del objeto de la norma o cesación de efectos jurídicos; agotamiento del plazo definido en las disposiciones o por ser transitoria; y decaimiento o desaparición de las disposiciones que dan fundamento jurídico para la existencia de la normativa; así como actualizar algunas referencias normativas del Decreto 1082 de 2015, Único Reglamentario del Sector Administrativo de Planeación Nacional.",https://www.ecolex.org/details/legislation/decreto-1042-de-2022-se-realiza-la-depuracion-del-decreto-1082-de-2015-unico-reglamentario-del-sector-administrativo-de-planeacion-nacional-lex-faoc214510/?type=legislation&xsubjects=Mineral+resources&page=114,"Agricultural & rural development, Environment gen., Mineral resources, Water",Regulation,"Institution, Governance, Legal proceedings/administrative proceedings, Policy/planning, Fiscal and market measures, Business/industry/corporations, Indigenous peoples, Environmental planning, Financing, Special fund, Royalties/fees, Oil, Water supply, Waterworks, Potable water, Sewerage","Amazonia, Americas, Andean States, East Pacific, Latin America and the Caribbean, North-East Pacific, South America, South-Eastern Pacific",,ECOLEX_Legislation
Regulation on Climate Change Presidency Service Units and Working Procedures and Principles.,2022,Türkiye,"This Regulation lays down the procedures and principles regarding the fulfillment of the activities to be carried out by the Climate Change Presidency, and provisions on the duties and jurisdictions of the service units, and the organizational structure and work. Article 5 sets out the duties and powers of the Climate Change Presidency, such as taking measures against the impacts of climate change and depletion of the ozone layer; monitoring, controlling and reporting greenhouse gas emissions on a national scale; determining green development policies and combating climate change in line with the net zero emission target and the principle of circular economy; conducting risk assessment studies and preparing risk maps; managing the revenues from the emission trading system, greenhouse gas monitoring, reporting and verification system and other carbon pricing tools; conducting research for technologies and innovative solutions on climate change; and carrying out training and capacity building activities to raise public awareness in the field of climate change.",https://www.ecolex.org/details/legislation/regulation-on-climate-change-presidency-service-units-and-working-procedures-and-principles-lex-faoc214624/?type=legislation&xsubjects=Mineral+resources&page=114,Environment gen.,Regulation,"Air quality/air pollution, Capacity building, Climate change, Data collection/reporting, Education, Emissions, Emissions trading, Institution, Monitoring, Ozone layer, Precautionary principle, Research, Risk assessment/management, Pollution control","Asia, Black Sea, Europe, Europe and Central Asia, Mediterranean, Middle East, Western Asia",This Regulation enters into force on the day it is published in the Official Gazette.,ECOLEX_Legislation
Regulation No. 772 on market regulation of Norwegian-produced grains and oilseeds.,2022,Norway,"The purpose of the present Regulation, adopted by the Ministry of Agriculture and Food, is to contribute to the effective implementation of market regulation for Norwegian-produced grains and oilseeds that are marketed through the grain marketing scheme. The objective of market regulation is to achieve the agreed-upon target price in accordance with the assumption that the target price can be achieved through market balance. The target price is understood to mean the producer price determined in the agricultural settlement (jordbrukoppgjøret) for feed grains, food wheat, food rye, and oilseeds of basic quality delivered to specific reception facilities along the Oslo Fjord. Market balance is understood to mean that the consumption of food and feed grains matches the Norwegian production and supplementary imports of food and feed grains, and that the marketing of the Norwegian-produced goods takes place at the prices agreed upon in the agricultural agreement (jordbruksavtalen). Funds allocated for market regulation within the grain sector can be used to finance the following yield measures that the market regulator initiates or facilitates: 1. Carryover of Norwegian-produced grain from one grain year to another; and 2. Price reduction through alternative use of surplus Norwegian-produced grain.",https://www.ecolex.org/details/legislation/regulation-no-772-on-market-regulation-of-norwegian-produced-grains-and-oilseeds-lex-faoc221646/?type=legislation&xsubjects=Mineral+resources&page=115,"Agricultural & rural development, Livestock, Food & nutrition, General",Regulation,"Fiscal and market measures, Agricultural development, Agricultural commodities, Cereals/grains/rice, Financial agricultural measures, Business/industry/corporations, Internal trade, Liability/compensation, Crops/grasses, Oils/oilseeds/fats, Animal feed/feedstuffs","Europe, Europe and Central Asia, North Atlantic, North Sea, North-East Atlantic, Northern Europe",1 July 2002.,ECOLEX_Legislation
Resolution No. 65 of the Ministry of Agriculture and Food establishing marginal minimum prices for exported foodstuffs.,2022,Belarus,"This Resolution establishes marginal minimum prices, fixed in US dollars and Russian rubles, for exported foodstuffs, including meat, milk and dairy products.",https://www.ecolex.org/details/legislation/resolution-no-65-of-the-ministry-of-agriculture-and-food-establishing-marginal-minimum-prices-for-exported-foodstuffs-lex-faoc212349/?type=legislation&xsubjects=Mineral+resources&page=115,"Agricultural & rural development, Food & nutrition",Regulation,"Agricultural commodities, Fiscal and market measures, International trade, Meat, Milk/dairy products","CIS (Commonwealth of Independent States), Eastern Europe, Europe, Europe and Central Asia",This Resolution enters into force on 21 June 2022.,ECOLEX_Legislation
Law No. 2321-IX on amendments of some legislative acts.,2022,Ukraine,"Land Code (No. 2768-III of 2001) shall be amended in relation to the change of specific use of land plots pertaining to public and municipal property, assigned to the categories of land for residential and public development, land for industry, transport, communications, energy, defense and other purposes, as well as land plots (except for land plots located in the territories, properties of the nature reserve fund, and land plots for forestry purposes), on which buildings and structures are located, which are privately owned by the land user, who uses the land plots with the rights of permanent use, lease, emphyteusis, superficies, may be carried out by the land user. Land suitable for agriculture (except self-forested land) should be provided primarily for the following purposes: (a) farming; (b) forest management; (c) constitution of protected areas. Forestry is authorized on land of all categories in compliance with the requirements regarding the use of the land plot for its intended purpose. Natural persons and legal entities have the right to classify land plots (including self-forested ones) owned by them and belonging to all categories of land (except for nature reserve and other nature conservation land) as forestry lands, as well as to perform forestry on them. A self-forested plot is a plot of land of any category of land (except for land for forestry purposes, nature reserves and other nature protection purposes) with an area of more than 0.5 hectares, partially or completely covered with forest vegetation, the afforestation of which occurred naturally. Forest Code (No.3852-XII of 1994) shall be amended in relation to public forest concept, in particular as regards inclusion of all forests on the territory of Ukraine, regardless of the land categories on which they grow according to the main purpose, and regardless of the ownership right to them, including forest plots, linear protective plantations with an area of at least 0.1 hectares, other forested areas. Natural persons and legal entities may, in accordance with the procedure established by law, acquire land plots for afforestation, and may also own forests constituted by afforestation on acquired ownership in land plots according to the procedure established by law, as well as self-forested plots on land plots acquired in accordance with the procedure established by law. Forest management is authorized on land of all categories in compliance with the requirements regarding the use of the land plot for its intended purpose. The rights and obligations of permanent forest users and forest owners in accordance with Forest Code and other laws apply to enterprises, institutions, organizations of all forms of ownership that use or own forests on land of all categories. Afforestation is carried out by cultivating forest species or by promoting natural regeneration on lands suitable for creating forests that are not covered by forest vegetation. Afforestation can be carried out on land of all categories in compliance with the requirements regarding the use of the land plot for its intended purpose. Law No. 962-IV “On land protection” shall be amended in relation to changing hayfields, pastures and fallows to other land categories within the boundaries of agricultural land plots of state and communal property, transferred for use under the terms of lease, emphyteusis, which is prohibited. This requirement does not apply to the change of land plots of agricultural plots of state and communal ownership, the right of lease, emphyteusis in respect of which arose before the entry into force of this amendment. Conservation shall be applicable to: (a)  land plots used in violation of the requirements for the protection of land against erosion and landslides; (b) arable land, which has one of the indicators that characterizes soil properties and determines the need for land conservation according to natural-agricultural zones; (c) degraded land, unproductive land that do not have steppe, meadow, forest vegetation, the economic use of which is ecologically dangerous and economically inefficient, as well as technogenically polluted land plots on which it is impossible to obtain ecologically clean products, and the presence of people on these land plots is dangerous for their health; and (d) other degraded and unproductive lands.",https://www.ecolex.org/details/legislation/law-no-2321-ix-on-amendments-of-some-legislative-acts-lex-faoc213426/?type=legislation&xsubjects=Mineral+resources&page=115,"Forestry, Land & soil",Legislation,"Forest management/forest conservation, Public forest, Private forest, Afforestation/reforestation, Forest species, Protected area, Soil conservation/soil improvement, Local government, Classification/declassification, Business/industry/corporations, Land tenure, Public land, Private land, Agricultural land, Farming, Land-use planning, Agricultural development","Black Sea, CIS (Commonwealth of Independent States), Eastern Europe, Europe, Europe and Central Asia",This Law enters into force the day after the date of its official publication.,ECOLEX_Legislation
"Ley N⁰ 31565 – Reconoce el derecho De conocer los indicadores de contaminación por metales pesados y otras sustancias químicas y los niveles de afectación de los ciudadanos y que declara de interés nacional y necesidad pública la construcción, implementación y funcionamiento del hospital de desintoxicación de nivel II-e y del laboratorio toxicológico especializado en el departamento de PASCO, provincia De Oxapampa, Distrito De villa Rica; y, en otros departamentos, en modo progresivo, a nivel nacional",2022,Peru,"La presente ley tiene por objeto reconocer el derecho de conocer los indicadores de contaminación por metales pesados u otras sustancias químicas y los niveles de afectación de los ciudadanos, e incorporar el enfoque intercultural en la medicina y la salud; así como declarar de interés nacional y necesidad pública la construcción, implementación y funcionamiento del hospital especializado de desintoxicación Nivel II-E y del laboratorio toxicológico en el departamento de Pasco, provincia de Oxapampa, distrito de Villa Rica; y, en otros departamentos, en modo progresivo, a nivel nacional.",https://www.ecolex.org/details/legislation/ley-n0-31565-reconoce-el-derecho-de-conocer-los-indicadores-de-contaminacion-por-metales-pesados-y-otras-sustancias-quimicas-y-los-niveles-de-afectacion-de-los-ciudadanos-y-que-declara-de-interes-nacional-y-necesidad-publica-la-construccion-implementacion-y-funcionamiento-del-hospital-de-desintoxicacion-de-nivel-ii-e-y-del-laboratorio-toxicologico-especializado-en-el-departamento-de-pasco-provincia-de-oxapampa-distrito-de-villa-rica-y-en-otros-departamentos-en-modo-progresivo-a-nivel-nacional-lex-faoc213913/?type=legislation&xsubjects=Mineral+resources&page=115,"Agricultural & rural development, Environment gen.",Legislation,"Public health, Residues","Amazonia, Americas, Andean States, East Pacific, Latin America and the Caribbean, South America, South-Eastern Pacific",,ECOLEX_Legislation
Law No. 128-VII “On amendments and addenda to some legislative acts of the Republic of Kazakhstan on improving legislation in the areas of intellectual property and providing state-guaranteed legal assistance”.,2022,Kazakhstan,"Article 1033 of Civil Code shall be supplemented with the following wording: “A geographical indication is a designation that identifies goods originating from the territory of a geographical object, a certain quality, whose reputation or other characteristics are substantially attributable to his geographical origin. On the territory of this geographical object at least one of the stages of production of goods must be carried out, providing significant influence on the formation of its characteristics. The name of the place of origin of the goods is the designation representing or containing modern or historical, official or unofficial, full or abbreviated name of the country inhabited point, locality or other geographical feature that includes such name or a derivative of such a name and which has become known as a result of its use in relation to a product whose special properties are exclusively or mainly determined by the characteristics of a given geographical object by natural conditions and (or) human factors. On territory of a given geographical object, must be carried out all stages of the production of goods, which have a significant impact on the formation of special product properties”. Article 1 of the Law No. 456-1 on trademarks, service marks and places of origin of commodities shall be supplemented with the following wording: “A geographical indication is a designation that identifies goods originating from the territory of a geographical object, a certain quality, whose reputation or other characteristics are substantially attributable to his geographical origin. On the territory of this geographical object at least one of the stages of production of goods must be carried out, providing significant influence on the formation of its characteristics”.",https://www.ecolex.org/details/legislation/law-no-128-vii-on-amendments-and-addenda-to-some-legislative-acts-of-the-republic-of-kazakhstan-on-improving-legislation-in-the-areas-of-intellectual-property-and-providing-state-guaranteed-legal-assistance-lex-faoc220879/?type=legislation&xsubjects=Mineral+resources&page=115,"Food & nutrition, General",Legislation,"Intellectual property rights/patents, Processing/handling","Aral Sea, Asia, Caspian Sea, Central Asia, CIS (Commonwealth of Independent States), Europe and Central Asia, Landlocked Developing Nations, North Asia",This Law enters into force upon the expiration of 60 calendar days after the day of its first official publication.,ECOLEX_Legislation
